2023-01-26 14:26:10	Local7.Debug	127.0.0.1	Kiwi Syslog Server - Test message number 0001
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297820 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49936 (24.230.56.6/49936)
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297800 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49932 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49932 to outside:24.230.56.6/49932 duration 0:00:01
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49937 to outside:24.230.56.6/49937
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297825 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49937 (24.230.56.6/49937)
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49839 to outside:24.230.56.6/49839
2023-01-26 14:56:58	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:204.79.197.200
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297828 for outside:204.79.197.200/443 (204.79.197.200/443) to inside_3:192.168.1.7/49839 (24.230.56.6/49839)
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297805 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49933 duration 0:00:01 bytes 8519 TCP FINs
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49933 to outside:24.230.56.6/49933 duration 0:00:01
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49840 to outside:24.230.56.6/49840
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297834 for outside:204.79.197.200/443 (204.79.197.200/443) to inside_3:192.168.1.7/49840 (24.230.56.6/49840)
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49938 to outside:24.230.56.6/49938
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297837 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49938 (24.230.56.6/49938)
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297810 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49934 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 14:56:58	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49934 to outside:24.230.56.6/49934 duration 0:00:01
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 295268 for outside:10.47.64.1/67 to identity:255.255.255.255/68 duration 0:02:01 bytes 304
2023-01-26 14:56:59	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:10.47.64.1 duration 0:02:01
2023-01-26 14:56:59	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host identity:255.255.255.255 duration 0:02:01
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49939 to outside:24.230.56.6/49939
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297845 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49939 (24.230.56.6/49939)
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297815 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49935 duration 0:00:01 bytes 7960 TCP FINs
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49935 to outside:24.230.56.6/49935 duration 0:00:01
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49940 to outside:24.230.56.6/49940
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297850 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49940 (24.230.56.6/49940)
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297820 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49936 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49936 to outside:24.230.56.6/49936 duration 0:00:01
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49941 to outside:24.230.56.6/49941
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297855 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49941 (24.230.56.6/49941)
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297825 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49937 duration 0:00:01 bytes 1896 TCP FINs
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49937 to outside:24.230.56.6/49937 duration 0:00:01
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49942 to outside:24.230.56.6/49942
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297860 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49942 (24.230.56.6/49942)
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297837 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49938 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 14:56:59	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49938 to outside:24.230.56.6/49938 duration 0:00:01
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49943 to outside:24.230.56.6/49943
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297865 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49943 (24.230.56.6/49943)
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297845 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49939 duration 0:00:01 bytes 1880 TCP FINs
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49939 to outside:24.230.56.6/49939 duration 0:00:01
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49944 to outside:24.230.56.6/49944
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297870 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49944 (24.230.56.6/49944)
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297850 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49940 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49940 to outside:24.230.56.6/49940 duration 0:00:01
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49945 to outside:24.230.56.6/49945
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297875 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49945 (24.230.56.6/49945)
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297855 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49941 duration 0:00:01 bytes 1912 TCP FINs
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49941 to outside:24.230.56.6/49941 duration 0:00:01
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49946 to outside:24.230.56.6/49946
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297880 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49946 (24.230.56.6/49946)
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297860 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49942 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 14:57:00	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49942 to outside:24.230.56.6/49942 duration 0:00:01
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49947 to outside:24.230.56.6/49947
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297885 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49947 (24.230.56.6/49947)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297865 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49943 duration 0:00:01 bytes 8516 TCP FINs
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49943 to outside:24.230.56.6/49943 duration 0:00:01
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49948 to outside:24.230.56.6/49948
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297890 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49948 (24.230.56.6/49948)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297870 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49944 duration 0:00:00 bytes 1832 TCP FINs
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49944 to outside:24.230.56.6/49944 duration 0:00:00
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic UDP translation from inside_3:192.168.1.7/59323 to outside:24.230.56.6/59323
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297895 for outside:24.220.1.100/53 (24.220.1.100/53) to inside_3:192.168.1.7/59323 (24.230.56.6/59323)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297897 for outside:24.220.1.101/53 (24.220.1.101/53) to inside_3:192.168.1.7/59323 (24.230.56.6/59323)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49841 to outside:24.230.56.6/49841
2023-01-26 14:57:01	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:104.70.164.27
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297900 for outside:104.70.164.27/443 (104.70.164.27/443) to inside_3:192.168.1.7/49841 (24.230.56.6/49841)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302020: Built outbound ICMP connection for faddr 24.220.1.100/0 gaddr 24.230.56.6/0 laddr 192.168.1.7/0 type 3 code 3 
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302021: Teardown ICMP connection for faddr 24.220.1.100/0 gaddr 24.230.56.6/0 laddr 192.168.1.7/0 type 3 code 3 
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49949 to outside:24.230.56.6/49949
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297907 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49949 (24.230.56.6/49949)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic UDP translation from inside_3:192.168.1.7/51392 to outside:24.230.56.6/51392
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297910 for outside:24.220.1.100/53 (24.220.1.100/53) to inside_3:192.168.1.7/51392 (24.230.56.6/51392)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297875 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49945 duration 0:00:00 bytes 1313 TCP FINs
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49945 to outside:24.230.56.6/49945 duration 0:00:00
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49842 to outside:24.230.56.6/49842
2023-01-26 14:57:01	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:72.21.91.29
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297915 for outside:72.21.91.29/80 (72.21.91.29/80) to inside_3:192.168.1.7/49842 (24.230.56.6/49842)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic UDP translation from inside_3:192.168.1.7/54716 to outside:24.230.56.6/54716
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297919 for outside:24.220.1.100/53 (24.220.1.100/53) to inside_3:192.168.1.7/54716 (24.230.56.6/54716)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297921 for outside:24.220.1.101/53 (24.220.1.101/53) to inside_3:192.168.1.7/54716 (24.230.56.6/54716)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49843 to outside:24.230.56.6/49843
2023-01-26 14:57:01	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:204.79.197.222
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297924 for outside:204.79.197.222/443 (204.79.197.222/443) to inside_3:192.168.1.7/49843 (24.230.56.6/49843)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302020: Built outbound ICMP connection for faddr 24.220.1.101/0 gaddr 24.230.56.6/0 laddr 192.168.1.7/0 type 3 code 3 
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302021: Teardown ICMP connection for faddr 24.220.1.101/0 gaddr 24.230.56.6/0 laddr 192.168.1.7/0 type 3 code 3 
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49950 to outside:24.230.56.6/49950
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297931 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49950 (24.230.56.6/49950)
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297880 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49946 duration 0:00:00 bytes 1848 TCP FINs
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49946 to outside:24.230.56.6/49946 duration 0:00:00
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic UDP translation from inside_3:192.168.1.7/50599 to outside:24.230.56.6/50599
2023-01-26 14:57:01	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297936 for outside:24.220.1.100/53 (24.220.1.100/53) to inside_3:192.168.1.7/50599 (24.230.56.6/50599)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302015: Built outbound UDP connection 297938 for outside:24.220.1.101/53 (24.220.1.101/53) to inside_3:192.168.1.7/50599 (24.230.56.6/50599)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297781 for outside:23.60.12.50/80 to inside_3:192.168.1.7/49838 duration 0:00:05 bytes 0 TCP FINs
2023-01-26 14:57:02	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:23.60.12.50 duration 0:00:05
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/49838 to outside:24.230.56.6/49838 duration 0:00:05
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49844 to outside:24.230.56.6/49844
2023-01-26 14:57:02	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:20.140.147.202
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297944 for outside:20.140.147.202/443 (20.140.147.202/443) to inside_3:192.168.1.7/49844 (24.230.56.6/49844)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49951 to outside:24.230.56.6/49951
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297948 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49951 (24.230.56.6/49951)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297885 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49947 duration 0:00:01 bytes 7952 TCP FINs
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49947 to outside:24.230.56.6/49947 duration 0:00:01
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 295316 for outside:24.220.1.100/53 to inside_3:192.168.1.7/57088 duration 0:02:02 bytes 120
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 295321 for outside:24.220.1.100/53 to inside_3:192.168.1.7/65400 duration 0:02:02 bytes 120
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 295324 for outside:24.220.1.100/53 to inside_3:192.168.1.7/51594 duration 0:02:02 bytes 144
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57088 to outside:24.230.56.6/57088 duration 0:02:02
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/65400 to outside:24.230.56.6/65400 duration 0:02:02
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/51594 to outside:24.230.56.6/51594 duration 0:02:02
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_3:192.168.1.7/49845 to outside:24.230.56.6/49845
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297959 for outside:204.79.197.222/443 (204.79.197.222/443) to inside_3:192.168.1.7/49845 (24.230.56.6/49845)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49952 to outside:24.230.56.6/49952
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297962 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49952 (24.230.56.6/49952)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297890 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49948 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49948 to outside:24.230.56.6/49948 duration 0:00:01
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49953 to outside:24.230.56.6/49953
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297967 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49953 (24.230.56.6/49953)
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297907 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49949 duration 0:00:01 bytes 8519 TCP FINs
2023-01-26 14:57:02	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49949 to outside:24.230.56.6/49949 duration 0:00:01
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49954 to outside:24.230.56.6/49954
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297972 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49954 (24.230.56.6/49954)
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297931 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49950 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49950 to outside:24.230.56.6/49950 duration 0:00:01
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49955 to outside:24.230.56.6/49955
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297977 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49955 (24.230.56.6/49955)
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297948 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49951 duration 0:00:01 bytes 7965 TCP FINs
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49951 to outside:24.230.56.6/49951 duration 0:00:01
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49956 to outside:24.230.56.6/49956
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297982 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49956 (24.230.56.6/49956)
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297962 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49952 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 14:57:03	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49952 to outside:24.230.56.6/49952 duration 0:00:01
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49957 to outside:24.230.56.6/49957
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297987 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49957 (24.230.56.6/49957)
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297967 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49953 duration 0:00:01 bytes 8233 TCP FINs
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49953 to outside:24.230.56.6/49953 duration 0:00:01
2023-01-26 14:57:04	Local4.Error	192.168.1.1	%ASA-3-710003: TCP access denied by ACL from 114.239.100.147/40784 to outside:24.230.56.6/23
2023-01-26 14:57:04	Local4.Debug	192.168.1.1	%ASA-7-710005: TCP request discarded from 114.239.100.147/40784 to outside:24.230.56.6/23
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49958 to outside:24.230.56.6/49958
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297994 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49958 (24.230.56.6/49958)
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297972 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49954 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49954 to outside:24.230.56.6/49954 duration 0:00:01
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49959 to outside:24.230.56.6/49959
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 297999 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/49959 (24.230.56.6/49959)
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297977 for outside:13.107.237.38/443 to inside_1:192.168.1.6/49955 duration 0:00:01 bytes 8228 TCP FINs
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49955 to outside:24.230.56.6/49955 duration 0:00:01
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49960 to outside:24.230.56.6/49960
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 298004 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/49960 (24.230.56.6/49960)
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 297982 for outside:18.160.185.174/443 to inside_1:192.168.1.6/49956 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 14:57:04	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/49956 to outside:24.230.56.6/49956 duration 0:00:01
2023-01-26 14:57:05	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/49961 to outside:24.230.56.6/49961
